OBJECTID,Survey,Name,Alternate,Coordinate,FilterAttestations,attestations,Paleolithi,Neolithic,Early-Mid ,Late Chalc,Early Bron,Middle Bro,Late Bronz,Iron 1,Iron 2,Iron 3,Achaemenid,Hellenisti,Roman 1,Roman 2,Roman 3,Byzantine,Abbasid,Middle Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second Mil,First Mill,Islamic,Neo,EB_I,EB_II,EB_III,2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron,Middle_Bro,Late_Bronz,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_1,IRON_2,IRON_3,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle IA,Late Antique/Antik,Late R,NE,Late IA,2nd MIll,Early IA,Filter,Data,New,News,x,y
41,Bahar_Konya_Karaman_2000-2012,Timras Höyük,,032.71785666 37.48993730,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.7178566632473,37.4899372959523
42,Bahar_Konya_Karaman_2000-2012,Kisikyayla Höyük,,032.66615192 37.46386913,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.6661519235024,37.4638691309916
43,Bahar_Konya_Karaman_2000-2012,Balcikhisar Höyük,,032.65377330 37.43298093,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.6537732987873,37.4329809278898
44,Bahar_Konya_Karaman_2000-2012,Alkaran Höyük,,032.65633025 37.40448881,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.6563302499373,37.4044888123465
45,Bahar_Konya_Karaman_2000-2012,Dineksaray Höyük,,032.60630346 37.38570216,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.606303457142,37.3857021591066
46,Bahar_Konya_Karaman_2000-2012,Çicek Höyük,,032.57411597 37.28811309,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""LateIronAge"",""9"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, Ott, BA, Chalc, IA",AnatolianAtlas2024,,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge",32.5741159725023,37.2881130861258
47,Bahar_Konya_Karaman_2000-2012,Demiroluk (Kindiras),,032.22996063 38.16489875,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",32.2299606289323,38.1648987542834
48,Bahar_Konya_Karaman_2000-2012,Kestel Kalesi,,032.26872122 38.12970655,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",32.2687212167616,38.1297065502822
49,Bahar_Konya_Karaman_2000-2012,Belören Höyük,,032.54535622 37.19429333,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""AssyrianTradeColony"",""5"":""NewEmpire"",""6"":""LateIronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, BA, Chalc, IA",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge",32.545356220035,37.1942933338106
50,Bahar_Konya_Karaman_2000-2012,Kayacik Höyük,,032.09203384 37.26668083,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""Archaic"",""9"":""IronAge"",""10"":""Classical"",""11"":""Hellenistic"",""12"":""LateRoman"",""13"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, Class, Hel, LRom, Ott, LChalc, EBA, MBA, LBA, ATC, NEmp, Arch, IA, BA, Chalc",AnatolianAtlas2024,,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic",32.0920338374011,37.266680826538
51,Bahar_Konya_Karaman_2000-2012,Yelmez Köyü Sungur Mevkii,,032.61074369 37.02679532,Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,32.6107436921491,37.0267953235195
52,Bahar_Konya_Karaman_2000-2012,Hatunsaray-Zoldura Höyük,,032.33850495 37.60164411,"LateChalcolithic,Ottoman,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Ott, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Ottoman,Chalcolithic",32.3385049504514,37.6016441063128
53,Bahar_Konya_Karaman_2000-2012,Hatunsaray Höyük,,032.33968233 37.57992891,"LateIronAge,IronAge",{""0"":""LateIronAge""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LIA, IA",AnatolianAtlas2024,,"LateIronAge,IronAge",32.3396823309717,37.5799289107397
54,Bahar_Konya_Karaman_2000-2012,Cingiltepe,,031.49330514 38.42609753,"EarlyBronzeAge,BronzeAge",{""0"":""EarlyBronzeAge""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",31.4933051401618,38.426097531278
55,Bahar_Konya_Karaman_2000-2012,Sivritepe (Sivricik) Höyük,,031.44629092 38.42129466,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic",31.4462909159437,38.4212946586095
56,Bahar_Konya_Karaman_2000-2012,Karahöyük Kasabasi Yug Tepesi,,031.50869917 38.36924318,"LateChalcolithic,Chalcolithic",{""0"":""LateChalcolithic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic",31.5086991748254,38.3692431839414
57,Bahar_Konya_Karaman_2000-2012,Delihasan Höyük,,031.56012420 38.32395296,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic",31.5601241989537,38.3239529642581
58,Bahar_Konya_Karaman_2000-2012,Akaid (Üçhöyük),,031.53461244 38.28884349,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic",31.5346124356519,38.2888434855862
59,Bahar_Konya_Karaman_2000-2012,Ortaca Höyük,,031.59634268 38.27814142,"Abbasid,Ottoman,Islamic,Medieval","{""0"":""Abbasid"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbas, Ott, Islam, Med",AnatolianAtlas2024,,"Abbasid,Ottoman,Islamic,Medieval",31.596342680293,38.2781414206079
60,Bahar_Konya_Karaman_2000-2012,Ortaca Yörük Mezari,,031.59943502 38.28279198,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,31.5994350174709,38.2827919822844
61,Bahar_Konya_Karaman_2000-2012,Seker Höyük,,032.01180907 38.29402893,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",32.0118090749956,38.2940289290871
62,Bahar_Konya_Karaman_2000-2012,Sehristan  Höyügü,,032.72562562 37.85079654,"EarlyRoman,Roman,Classical",{""0"":""EarlyRoman""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",32.7256256235061,37.8507965394546
63,Bahar_Konya_Karaman_2000-2012,Kilise Höyük,,032.77915425 37.88065338,"Hellenistic,LateAntiquity,Medieval","{""0"":""Hellenistic"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LAntiq, Class, Med",AnatolianAtlas2024,,"Hellenistic,LateAntiquity,Medieval",32.7791542549931,37.8806533803618
64,Bahar_Konya_Karaman_2000-2012,Hayiroglu Karacaören Höyügü,,032.89362047 37.72980764,"Classical,Hellenistic","{""0"":""Classical"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class, Hel",AnatolianAtlas2024,,"Classical,Hellenistic",32.8936204657995,37.7298076358077
65,Bahar_Konya_Karaman_2000-2012,Kizil Höyük,,032.83494837 37.72968828,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""NewEmpire"",""4"":""Hellenistic"",""5"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, NEmp, Hel, LRom, BA, LBA, Chalc, Class, Rom",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical",32.8349483684564,37.729688284631
66,Bahar_Konya_Karaman_2000-2012,Karaca Höyük,,032.79848547 37.72775817,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.7984854663081,37.7277581686634
67,Bahar_Konya_Karaman_2000-2012,Satir Köyü-Biyikli Yug,,032.78143926 37.79203838,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",32.7814392555639,37.7920383814573
68,Bahar_Konya_Karaman_2000-2012,Karakaya Yug Höyügü,,032.87552471 37.89849182,"IronAge,Classical,Hellenistic,Ottoman","{""0"":""IronAge"",""1"":""Classical"",""2"":""Hellenistic"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, Class, Hel, Ott",AnatolianAtlas2024,,"IronAge,Classical,Hellenistic,Ottoman",32.8755247128847,37.8984918186147
69,Bahar_Konya_Karaman_2000-2012,Göçü Köyü Sariserçe Höyügü,,032.92147620 37.83075227,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.9214762040705,37.8307522723318
70,Bahar_Konya_Karaman_2000-2012,Dedemoglu Kurt Dede Tekke Yügü,,032.77012290 37.70337095,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic",32.770122904842,37.7033709530115
71,Bahar_Konya_Karaman_2000-2012,Karatas Yügü,,032.77303157 37.66109417,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic",32.7730315661886,37.6610941683496
72,Bahar_Konya_Karaman_2000-2012,Sirçali Höyük,,032.74282382 37.57135014,"EarlyBronzeAge,BronzeAge",{""0"":""EarlyBronzeAge""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",32.7428238166199,37.5713501395843
73,Bahar_Konya_Karaman_2000-2012,Hisar Höyük,,032.95432155 37.22767012,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval","{""0"":""LateChalcolithic"",""1"":""Hellenistic"",""2"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, LAntiq, Chalc, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval",32.9543215492472,37.2276701232529
74,Bahar_Konya_Karaman_2000-2012,Yollarbasi (Ilisera) Kasabasi,,033.02709160 37.19793444,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic"",""4"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LRom, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic",33.0270916027416,37.1979344388029
75,Bahar_Konya_Karaman_2000-2012,Yügceyiz Höyük,,033.03147751 37.19794521,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic",33.0314775112337,37.1979452086142
76,Bahar_Konya_Karaman_2000-2012,Düdügümün Yügceyiz Höyük,,033.03676047 37.21598100,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic",33.0367604728769,37.2159809961444
77,Bahar_Konya_Karaman_2000-2012,Eski Sehir Antik Yolu,,033.07339568 37.20702057,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,33.0733956763883,37.2070205742507
78,Bahar_Konya_Karaman_2000-2012,Timurun Dami,,031.59255678 37.87971755,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,31.5925567781388,37.8797175506716
79,Bahar_Konya_Karaman_2000-2012,Çukurkent,,031.64502525 37.85913216,"Paleolithic,EarlyBronzeAge,BronzeAge","{""0"":""Paleolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, EBA, BA",AnatolianAtlas2024,,"Paleolithic,EarlyBronzeAge,BronzeAge",31.6450252457754,37.8591321582848
80,Bahar_Konya_Karaman_2000-2012,Kusluca Höyük,,031.57395555 37.83444502,"LateChalcolithic,EarlyRoman,Chalcolithic,Roman,Classical","{""0"":""LateChalcolithic"",""1"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, ERom, Chalc, Rom, Class",AnatolianAtlas2024,,"LateChalcolithic,EarlyRoman,Chalcolithic,Roman,Classical",31.5739555530951,37.8344450247003
81,Bahar_Konya_Karaman_2000-2012,Karakum Höyük,,031.66726688 37.76980877,"LateChalcolithic,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,Hellenistic,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""AssyrianTradeColony"",""4"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, MBA, LBA, ATC, Hel, BA, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,Hellenistic,BronzeAge,Chalcolithic",31.667266879135,37.7698087655754
82,Bahar_Konya_Karaman_2000-2012,Gölkas¸i Höyük(?),,031.68458977 37.75556044,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic",31.6845897745799,37.7555604407586
83,Bahar_Konya_Karaman_2000-2012,Yassiviran Höyük,,031.71395702 37.72284366,"LateChalcolithic,NewEmpire,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Hel, LBA, BA, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic",31.7139570199446,37.7228436574673
