OBJECTID,AA_ID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News
820,AA0818,Cilicia (Rutishauer),Paperawn,Çandir Kalesi,34.61460100000005,37.01940100000007,34.6146010000001 37.0194010000001,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic","{""0"":""EarlyByzantine"",""1"":""Abbasid"",""2"":""MiddleByzantine"",""3"":""Armenian"",""4"":""Mamluk""}",,,,,,,,,,,,,,,,?,?,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EByz, Abbas, MByz, Arm, Maml, Med, Byz, Islam",AnatolianAtlas2024,,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic"
821,AA0819,Cilicia (Rutishauer),Tumil,Tumil,34.66669800000005,36.83330100000006,34.6666980000001 36.8333010000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
822,AA0820,Cilicia (Rutishauer),Kuklak,Gülek Kalesi,34.78974000000005,37.26994500000006,34.7897400000001 37.2699450000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
823,AA0821,Cilicia (Rutishauer),Yaka Kalesi,Yaka Kalesi,34.73434300000002,36.86116600000003,34.734343 36.861166,"Armenian,Mamluk,Ottoman,Medieval","{""0"":""Armenian"",""1"":""Mamluk"",""2"":""Ottoman""}",,,,,,,,,,,,,,,,,,,Y,Y,Y,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Ott, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Ottoman,Medieval"
824,AA0822,Cilicia (Rutishauer),Kiz Kalesi,Kiz Kalesi,34.92559800000004,37.15280100000007,34.925598 37.1528010000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
825,AA0823,Cilicia (Rutishauer),Meluos Kastron,Milvan Kalesi,34.97624000000008,37.30830400000008,34.9762400000001 37.3083040000001,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic","{""0"":""EarlyByzantine"",""1"":""Abbasid"",""2"":""MiddleByzantine"",""3"":""Armenian"",""4"":""Mamluk""}",,,,,,,,,,,,,,,,Y,Y,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EByz, Abbas, MByz, Arm, Maml, Med, Byz, Islam",AnatolianAtlas2024,,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic"
826,AA0824,Cilicia (Rutishauer),Tamrut Kalesi,Tamrut Kalesi,35.13981700000005,37.41674700000004,35.1398170000001 37.416747,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
827,AA0825,Cilicia (Rutishauer),Kütüklu Kalesi,Kütüklu Kalesi,35.17768700000005,37.13112400000006,35.177687 37.1311240000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
828,AA0826,Cilicia (Rutishauer),Işa Kalesi,Işa Kalesi,35.13252400000005,37.43043500000005,35.1325240000001 37.4304350000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
829,AA0827,Cilicia (Rutishauer),Hotalan Kalesi,Hotalan Kalesi,35.24677000000003,37.50022600000005,35.24677 37.500226,"EarlyRoman,LateRoman,Armenian,Mamluk,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""Armenian"",""3"":""Mamluk""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Arm, Maml, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Armenian,Mamluk,Roman,Classical,Medieval"
830,AA0828,Cilicia (Rutishauer),Mallo,Mallo,35.35620100000006,36.54859900000002,35.3562010000001 36.548599,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
831,AA0829,Cilicia (Rutishauer),Barjrberd,Meydan Kalesi,35.36231300000003,37.51204300000006,35.362313 37.5120430000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
832,AA0830,Cilicia (Rutishauer),Sarı Çiçek,Sarı Çiçek,35.37710100000004,37.51419800000008,35.377101 37.5141980000001,"Armenian,Medieval","{""0"":""Armenian""}",,,,,,,,,,,,,,,,,,,Y,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Med",AnatolianAtlas2024,,"Armenian,Medieval"
833,AA0831,Cilicia (Rutishauer),Kyriake,Yeniköy Kalesi,35.43273400000004,37.52151400000002,35.432734 37.521514,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
834,AA0832,Cilicia (Rutishauer),Koptiar,Bostan Kalesi,35.60568000000006,37.63684500000005,35.6056800000001 37.6368450000001,"EarlyByzantine,Armenian,Mamluk,Ottoman,Medieval,Byzantine","{""0"":""EarlyByzantine"",""1"":""Armenian"",""2"":""Mamluk"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,?,,,Y,?,?,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EByz, Arm, Maml, Ott, Med, Byz",AnatolianAtlas2024,,"EarlyByzantine,Armenian,Mamluk,Ottoman,Medieval,Byzantine"
835,AA0833,Cilicia (Rutishauer),Gökvelioğlu Kalesi,Gökvelioğlu Kalesi,35.60810000000004,36.84410000000003,35.6081 36.8441,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
836,AA0834,Cilicia (Rutishauer),Bayremker Kalesi,Bayremker Kalesi,35.61420000000004,37.82529800000003,35.6142 37.825298,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
837,AA0835,Cilicia (Rutishauer),Ayas Kalesi,Ayas Kalesi,35.79209900000006,36.76689900000008,35.7920990000001 36.7668990000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
838,AA0836,Cilicia (Rutishauer),Ak Kale,Ak Kale,36.36719800000003,37.54859900000002,36.367198 37.548599,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
839,AA0837,Cilicia (Rutishauer),Alafakilar Kalesi,Alafakilar Kalesi,35.65019900000004,37.59600000000006,35.650199 37.5960000000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
840,AA0838,Cilicia (Rutishauer),Amuda Kalesi,Amuda Kalesi,36.09447000000006,37.18831400000005,36.0944700000001 37.188314,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
841,AA0839,Cilicia (Rutishauer),Anacik Kalesi,Anacik Kalesi,36.34015400000004,37.40305800000004,36.340154 37.403058,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
842,AA0840,Cilicia (Rutishauer),Anavarza Kalesi,Anavarza Kalesi,35.90570000000002,37.25510000000003,35.9057 37.2551,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic","{""0"":""EarlyByzantine"",""1"":""Abbasid"",""2"":""MiddleByzantine"",""3"":""Armenian"",""4"":""Mamluk""}",,,,,,,,,,,,,,,,Y,Y,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EByz, Abbas, MByz, Arm, Maml, Med, Byz, Islam",AnatolianAtlas2024,,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic"
843,AA0841,Cilicia (Rutishauer),Andul,Andil Kalesi,35.79309800000004,37.54740100000004,35.793098 37.547401,"LateRoman,EarlyByzantine,MiddleByzantine,Armenian,Mamluk,Roman,Classical,Medieval,Byzantine","{""0"":""LateRoman"",""1"":""EarlyByzantine"",""2"":""MiddleByzantine"",""3"":""Armenian"",""4"":""Mamluk""}",,,,,,,,,,,,,,,Y,Y,,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, EByz, MByz, Arm, Maml, Rom, Class, Med, Byz",AnatolianAtlas2024,,"LateRoman,EarlyByzantine,MiddleByzantine,Armenian,Mamluk,Roman,Classical,Medieval,Byzantine"
844,AA0842,Cilicia (Rutishauer),Šolakan,Azgit Kalesi,36.38219800000007,37.60950000000003,36.3821980000001 37.6095,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
845,AA0843,Cilicia (Rutishauer),Babaoğlan Kalesi,Babaoğlan Kalesi,36.18730100000005,37.24280100000004,36.187301 37.242801,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
846,AA0844,Cilicia (Rutishauer),Bodrum Kalesi,Bodrum Kalesi,36.18709900000005,37.17720000000003,36.1870990000001 37.1772,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
847,AA0845,Cilicia (Rutishauer),Smbatay Klay,Bucak Kalesi,35.92890100000005,37.44469800000007,35.9289010000001 37.4446980000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
848,AA0846,Cilicia (Rutishauer),Hağar Šuglan,Çalan Kalesi,36.32569800000005,36.65959900000007,36.3256980000001 36.6595990000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
849,AA0847,Cilicia (Rutishauer),Hamus,Çardak Kalesi,36.31880100000006,37.07450100000005,36.3188010000001 37.074501,"Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic","{""0"":""Abbasid"",""1"":""MiddleByzantine"",""2"":""Armenian"",""3"":""Mamluk""}",,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbas, MByz, Arm, Maml, Med, Byz, Islam",AnatolianAtlas2024,,"Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic"
850,AA0848,Cilicia (Rutishauer),Ariweberd,Çem Kalesi,36.04019900000003,37.55080000000004,36.040199 37.5508,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
851,AA0849,Cilicia (Rutishauer),Dibi Kalesi,Dibi Kalesi,36.42919900000004,37.57450100000005,36.429199 37.574501,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
852,AA0850,Cilicia (Rutishauer),Kizil Kale,Findikli,36.43009900000004,37.92160000000007,36.430099 37.9216000000001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
853,AA0851,Cilicia (Rutishauer),Kapnisperti,"Geben Kalesi,  Meryemçil",36.40810300000004,37.81443900000005,36.408103 37.814439,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
854,AA0852,Cilicia (Rutishauer),Haruniye,"Haruniye, Harun Resit Kalesi",36.48780000000005,37.26850100000007,36.4878 37.2685010000001,"Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic","{""0"":""Abbasid"",""1"":""MiddleByzantine"",""2"":""Armenian"",""3"":""Mamluk""}",,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbas, MByz, Arm, Maml, Med, Byz, Islam",AnatolianAtlas2024,,"Abbasid,MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine,Islamic"
855,AA0853,Cilicia (Rutishauer),Sew Purč,Hasanbeyli Kalesi,36.563198,37.131826,36.563198 37.131826,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
856,AA0854,Cilicia (Rutishauer),Hastirin Kalesi,"Hastirin Kalesi, Haçtirin",36.36380900000006,37.52824400000003,36.3638090000001 37.528244,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
857,AA0855,Cilicia (Rutishauer),Kalası Kalesi,Kalası Kalesi,36.45709900000003,37.60250000000008,36.457099 37.6025000000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,Y,Y,?,,,confirmed,sehr ? (Radius 50 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
858,AA0856,Cilicia (Rutishauer),Karafrenk Kalesi,Karafrenk Kalesi,36.58399900000006,37.14170000000007,36.5839990000001 37.1417000000001,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine","{""0"":""MiddleByzantine"",""1"":""Armenian"",""2"":""Mamluk""}",,,,,,,,,,,,,,,,,,?,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MByz, Arm, Maml, Med, Byz",AnatolianAtlas2024,,"MiddleByzantine,Armenian,Mamluk,Medieval,Byzantine"
859,AA0857,Cilicia (Rutishauer),Kozcagiz Kalesi,Kozcagiz Kalesi,36.56019900000007,37.01200100000005,36.5601990000001 37.012001,"Armenian,Mamluk,Medieval","{""0"":""Armenian"",""1"":""Mamluk""}",,,,,,,,,,,,,,,,,,,Y,?,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Maml, Med",AnatolianAtlas2024,,"Armenian,Mamluk,Medieval"
